Farm,PlotNo,SpeciesName,variable,value
TMN,P413,HOHsex,CoverClass5.12m,NA
TMN,P413,RUBcis,CoverClass5.12m,NA
TMN,P413,CLEmat,CoverClass5.12m,NA
TMN,P413,PODtot,CoverClass5.12m,NA
TMN,P412,BEItaw,CoverClass5.12m,5
TMN,P412,PARcap,CoverClass5.12m,2
TMN,P412,PODtot,CoverClass5.12m,5
TMN,P412,CYAmed,CoverClass5.12m,2
TMN,P412,DICsqu,CoverClass5.12m,1
TMN,P412,HOHsex,CoverClass5.12m,NA
TMN,P412,PARhet,CoverClass5.12m,NA
TMN,P412,MUEaus,CoverClass5.12m,NA
TMN,P412,FUCexc,CoverClass5.12m,NA
TMN,P412,CARser,CoverClass5.12m,NA
TMN,P412,MELram,CoverClass5.12m,NA
TMN,P412,COPgra,CoverClass5.12m,NA
TMN,P412,RUBsch,CoverClass5.12m,NA
TMN,P412,COPrha,CoverClass5.12m,NA
TMN,P412,HEDarb,CoverClass5.12m,NA
TMN,P412,RIPsca,CoverClass5.12m,NA
TMN,P412,PSEcra,CoverClass5.12m,NA
TMN,P412,ALEexc,CoverClass5.12m,NA
TMN,P412,WEIrac,CoverClass5.12m,NA
TMN,P327,PODtot,CoverClass5.12m,6
TMN,P327,MELram,CoverClass5.12m,3
TMN,P327,DICsqu,CoverClass5.12m,4
TMN,P327,FUCexc,CoverClass5.12m,2
TMN,P327,CYAdea,CoverClass5.12m,4
TMN,P327,COPgra,CoverClass5.12m,1
TMN,P327,BRArep,CoverClass5.12m,1
TMN,P327,METdif,CoverClass5.12m,1
TMN,P327,LEUfas,CoverClass5.12m,1
TMN,P327,WEIrac,CoverClass5.12m,NA
TMN,P327,GENlig,CoverClass5.12m,NA
TMN,P327,PSEarb,CoverClass5.12m,NA
TMN,P327,COPrha,CoverClass5.12m,NA
TMN,P327,KUNrob,CoverClass5.12m,NA
TMN,P327,KNIexc,CoverClass5.12m,NA
TMN,P327,CLEpan,CoverClass5.12m,NA
TMN,P327,CARser,CoverClass5.12m,NA
TMN,P327,HOHsex,CoverClass5.12m,NA
TMN,P327,PSEcra,CoverClass5.12m,NA
TMN,P327,RIPsca,CoverClass5.12m,NA
TMN,P327,ALEexc,CoverClass5.12m,NA
TMN,P327,HEDarb,CoverClass5.12m,NA
TMN,P327,PIPexc,CoverClass5.12m,NA
TMN,P327,BEItaw,CoverClass5.12m,NA
TMN,P327,DACdac,CoverClass5.12m,NA
TMN,P327,ARIser,CoverClass5.12m,NA
TMN,P328,HOHsex,CoverClass5.12m,2
TMN,P328,KNIexc,CoverClass5.12m,3
TMN,P328,ARIser,CoverClass5.12m,4
TMN,P328,DICsqu,CoverClass5.12m,7
TMN,P328,CLEpan,CoverClass5.12m,2
TMN,P328,PSEarb,CoverClass5.12m,1
TMN,P328,CYAdea,CoverClass5.12m,4
TMN,P328,COPgra,CoverClass5.12m,4
TMN,P328,MUEaus,CoverClass5.12m,2
TMN,P328,METdif,CoverClass5.12m,1
TMN,P328,GENlig,CoverClass5.12m,NA
TMN,P328,COPrha,CoverClass5.12m,NA
TMN,P328,MELram,CoverClass5.12m,NA
TMN,P328,BRArep,CoverClass5.12m,NA
TMN,P328,PARhet,CoverClass5.12m,NA
TMN,P328,HEDarb,CoverClass5.12m,NA
TMN,P275,PODtot,CoverClass5.12m,7
TMN,P275,RUBcis,CoverClass5.12m,2
TMN,P275,CARser,CoverClass5.12m,2
TMN,P275,MUEaus,CoverClass5.12m,2
TMN,P275,MELram,CoverClass5.12m,NA
TMN,P275,COPrha,CoverClass5.12m,NA
TMN,P275,DACdac,CoverClass5.12m,NA
TMN,P275,PSEcra,CoverClass5.12m,NA
TMN,P275,RIPsca,CoverClass5.12m,NA
TMN,P275,PSEaxi,CoverClass5.12m,NA
TMN,P275,HEDarb,CoverClass5.12m,NA
TMN,P275,BEItaw,CoverClass5.12m,NA
TMN,P275,HOHsex,CoverClass5.12m,NA
TMN,P275,CLEmat,CoverClass5.12m,NA
TMN,P236,PODtot,CoverClass5.12m,2
TMN,P236,MELram,CoverClass5.12m,NA
TMN,P236,MUEaus,CoverClass5.12m,NA
TMN,P236,COPrha,CoverClass5.12m,NA
TMN,P236,RIPsca,CoverClass5.12m,NA
TMN,P236,FUCexc,CoverClass5.12m,NA
TMN,P236,CARser,CoverClass5.12m,NA
TMN,P236,HEDarb,CoverClass5.12m,NA
TMN,P236,ARIser,CoverClass5.12m,NA
TMN,P236,DACdac,CoverClass5.12m,NA
TMN,P238,DACdac,CoverClass5.12m,4
TMN,P238,PODtot,CoverClass5.12m,5
TMN,P238,HOHsex,CoverClass5.12m,2
TMN,P238,CARser,CoverClass5.12m,3
TMN,P238,ELAhoo,CoverClass5.12m,2
TMN,P238,RUBcis,CoverClass5.12m,4
TMN,P238,MELram,CoverClass5.12m,1
TMN,P238,MUEaus,CoverClass5.12m,1
TMN,P238,LEPsco,CoverClass5.12m,1
TMN,P238,COPpro,CoverClass5.12m,1
TMN,P238,PENcor,CoverClass5.12m,NA
TMN,P238,METdif,CoverClass5.12m,NA
TMN,P238,COPrha,CoverClass5.12m,NA
TMN,P238,RUBfru,CoverClass5.12m,NA
TMN,P238,COProt,CoverClass5.12m,NA
TMN,P238,KNIexc,CoverClass5.12m,NA
TMN,P238,PSEcra,CoverClass5.12m,NA
TMN,P392,MELram,CoverClass5.12m,7
TMN,P392,RIPsca,CoverClass5.12m,4
TMN,P392,METcol,CoverClass5.12m,3
TMN,P392,RUBsch,CoverClass5.12m,6
TMN,P392,DICfib,CoverClass5.12m,2
TMN,P392,DICsqu,CoverClass5.12m,2
TMN,P392,SCHdig,CoverClass5.12m,2
TMN,P392,METdif,CoverClass5.12m,NA
TMN,P392,PSEarb,CoverClass5.12m,NA
TMN,P392,CLEmat,CoverClass5.12m,NA
TMN,P392,MUEaus,CoverClass5.12m,NA
TMN,P392,HEDarb,CoverClass5.12m,NA
TMN,P392,PARhet,CoverClass5.12m,NA
TMN,P392,KNIexc,CoverClass5.12m,NA
TMN,P392,ALEexc,CoverClass5.12m,NA
TMN,P392,SCHdig,CoverClass5.12m,NA
TMN,P392,COPgra,CoverClass5.12m,NA
TMN,P392,GENlig,CoverClass5.12m,NA
TMN,P392,PENcor,CoverClass5.12m,NA
TMN,P351,MELram,CoverClass5.12m,5
TMN,P351,METcol,CoverClass5.12m,4
TMN,P351,MUEaus,CoverClass5.12m,NA
TMN,P351,PHYoct,CoverClass5.12m,NA
TMN,P351,COProb,CoverClass5.12m,NA
TMN,P351,COPgra,CoverClass5.12m,NA
TMN,P371,ELAden,CoverClass5.12m,NA
TMN,P371,KNIexc,CoverClass5.12m,4
TMN,P371,HEDarb,CoverClass5.12m,5
TMN,P371,METdif,CoverClass5.12m,2
TMN,P371,BEItaw,CoverClass5.12m,2
TMN,P371,MELram,CoverClass5.12m,3
TMN,P371,RIPsca,CoverClass5.12m,1
TMN,P371,CYAdea,CoverClass5.12m,2
TMN,P371,PODtot,CoverClass5.12m,1
TMN,P371,PSEarb,CoverClass5.12m,1
TMN,P371,RHAsol,CoverClass5.12m,NA
TMN,P371,COPrha,CoverClass5.12m,NA
TMN,P371,COPgra,CoverClass5.12m,NA
TMN,P371,ALEexc,CoverClass5.12m,NA
TMN,P371,GENlig,CoverClass5.12m,NA
TMN,P371,PARhet,CoverClass5.12m,NA
TMN,P371,PSEcra,CoverClass5.12m,NA
TMN,P371,PRUtax,CoverClass5.12m,NA
TMN,P371,MUEaus,CoverClass5.12m,NA
TMN,P371,DACdac,CoverClass5.12m,NA
TMN,P360,ALEexc,CoverClass5.12m,NA
TMN,P360,CYAmed,CoverClass5.12m,4
TMN,P360,PODtot,CoverClass5.12m,4
TMN,P360,MELram,CoverClass5.12m,5
TMN,P360,CARser,CoverClass5.12m,2
TMN,P360,CYAdea,CoverClass5.12m,5
TMN,P360,DICsqu,CoverClass5.12m,2
TMN,P360,RIPsca,CoverClass5.12m,2
TMN,P360,METcol,CoverClass5.12m,3
TMN,P360,CYAsmi,CoverClass5.12m,2
TMN,P360,BEItaw,CoverClass5.12m,NA
TMN,P360,BRArep,CoverClass5.12m,NA
TMN,P360,STRhet,CoverClass5.12m,NA
TMN,P360,COPrha,CoverClass5.12m,NA
TMN,P360,GENlig,CoverClass5.12m,NA
TMN,P360,RHAsol,CoverClass5.12m,NA
TMN,P360,PARhet,CoverClass5.12m,NA
TMN,P360,HEDarb,CoverClass5.12m,NA
TMN,P360,MUEaus,CoverClass5.12m,NA
TMN,P360,SCHdig,CoverClass5.12m,NA
TMN,P360,KNIexc,CoverClass5.12m,NA
TMN,P360,DACdac,CoverClass5.12m,NA
TMN,P360,PSEarb,CoverClass5.12m,NA
TMN,P436,BEItaw,CoverClass5.12m,5
TMN,P436,RIPsca,CoverClass5.12m,4
TMN,P436,HEDarb,CoverClass5.12m,3
TMN,P436,MELram,CoverClass5.12m,2
TMN,P436,CYAdea,CoverClass5.12m,2
TMN,P436,METdif,CoverClass5.12m,3
TMN,P436,METper,CoverClass5.12m,2
TMN,P436,RHAsol,CoverClass5.12m,NA
TMN,P436,PAStet,CoverClass5.12m,NA
TMN,P436,KNIexc,CoverClass5.12m,NA
TMN,P436,PODtot,CoverClass5.12m,NA
TMN,P436,ALEexc,CoverClass5.12m,NA
TMN,P436,COProt,CoverClass5.12m,NA
TMN,P436,DACdac,CoverClass5.12m,NA
TMN,P436,WEIrac,CoverClass5.12m,NA
TMN,P436,PARhet,CoverClass5.12m,NA
TMN,P436,GENlig,CoverClass5.12m,NA
TMN,P436,COPrha,CoverClass5.12m,NA
TMN,P436,PRUtax,CoverClass5.12m,NA
TMN,P436,MUEaus,CoverClass5.12m,NA
TMN,P436,SCHdig,CoverClass5.12m,NA
TMN,P436,PSEcra,CoverClass5.12m,NA
TMN,P298,PODtot,CoverClass5.12m,5
TMN,P298,DACdac,CoverClass5.12m,NA
TMN,P298,KUNrob,CoverClass5.12m,NA
TMN,P298,COPrha,CoverClass5.12m,NA
TMN,P298,MUEaus,CoverClass5.12m,NA
TMN,P262,DACdac,CoverClass5.12m,7
TMN,P262,PRUtax,CoverClass5.12m,2
TMN,P262,RUBfru,CoverClass5.12m,NA
TMN,P269,PODtot,CoverClass5.12m,2
TMN,P269,HOHsex,CoverClass5.12m,2
TMN,P269,KUNrob,CoverClass5.12m,2
TMN,P269,SENgls,CoverClass5.12m,4
TMN,P269,CARser,CoverClass5.12m,1
TMN,P269,DICsqu,CoverClass5.12m,6
TMN,P269,CYAdea,CoverClass5.12m,NA
TMN,P269,BRArep,CoverClass5.12m,NA
TMN,P269,METdif,CoverClass5.12m,NA
TMN,P269,RHAsol,CoverClass5.12m,NA
TMN,P269,GENlig,CoverClass5.12m,NA
TMN,P269,COPrha,CoverClass5.12m,NA
TMN,P269,DICfib,CoverClass5.12m,NA
TMN,P269,MELram,CoverClass5.12m,NA
TMN,P269,CYAsmi,CoverClass5.12m,NA
TMN,P269,PSEarb,CoverClass5.12m,NA
TMN,P269,CLEpan,CoverClass5.12m,NA
TMN,P269,DACdac,CoverClass5.12m,NA
TMN,P269,KNIexc,CoverClass5.12m,NA
TMN,P269,PAStet,CoverClass5.12m,NA
TMN,P269,PSEcra,CoverClass5.12m,NA
TMN,P250,PODtot,CoverClass5.12m,3
TMN,P250,KUNrob,CoverClass5.12m,2
TMN,P250,DICsqu,CoverClass5.12m,7
TMN,P250,CARser,CoverClass5.12m,1
TMN,P250,HOHsex,CoverClass5.12m,1
TMN,P250,COProb,CoverClass5.12m,1
TMN,P250,MELram,CoverClass5.12m,2
TMN,P250,METdif,CoverClass5.12m,3
TMN,P250,PSEarb,CoverClass5.12m,1
TMN,P250,BRArep,CoverClass5.12m,1
TMN,P250,DICfib,CoverClass5.12m,NA
TMN,P250,COPrha,CoverClass5.12m,NA
TMN,P250,RIPsca,CoverClass5.12m,NA
TMN,P250,PSEcra,CoverClass5.12m,NA
TMN,P250,FUCexc,CoverClass5.12m,NA
TMN,P250,ARIser,CoverClass5.12m,NA
TMN,P250,GENlig,CoverClass5.12m,NA
TMN,P250,PSEaxi,CoverClass5.12m,NA
TMN,P250,HEDarb,CoverClass5.12m,NA
TMN,P250,COPros,CoverClass5.12m,NA
TMN,P250,DACdac,CoverClass5.12m,NA
TMN,P250,SENgls,CoverClass5.12m,NA
TMN,P250,ELAhoo,CoverClass5.12m,NA
TMN,P250,KNIexc,CoverClass5.12m,NA
TMN,P250,CLEpan,CoverClass5.12m,NA
TMN,P250,PAStet,CoverClass5.12m,NA
TMN,P250,MUEaus,CoverClass5.12m,NA
TMN,P250,RHAsol,CoverClass5.12m,NA
TMN,P377,PINrad,CoverClass5.12m,NA
TMN,P377,ARIser,CoverClass5.12m,NA
TMN,P377,COProt,CoverClass5.12m,NA
TMN,P377,CYAsmi,CoverClass5.12m,NA
TMN,P377,CYAdea,CoverClass5.12m,NA
TMN,P377,CARser,CoverClass5.12m,NA
TMN,P377,MELram,CoverClass5.12m,NA
TMN,P377,MUEaus,CoverClass5.12m,NA
TMN,P377,PENcor,CoverClass5.12m,NA
TMN,P377,PHYoct,CoverClass5.12m,NA
TMN,P377,HEDarb,CoverClass5.12m,NA
TMN,P377,RUBsch,CoverClass5.12m,NA
TMN,P377,PODtot,CoverClass5.12m,NA
TMN,P377,ALEexc,CoverClass5.12m,NA
TMN,P377,CLEmat,CoverClass5.12m,NA
TMN,P377,DACdac,CoverClass5.12m,NA
TMN,P377,KNIexc,CoverClass5.12m,NA
TMN,P377,RIPsca,CoverClass5.12m,NA
TMN,P377,BEItaw,CoverClass5.12m,NA
TMN,P375,WEIrac,CoverClass5.12m,4
TMN,P375,CYAmed,CoverClass5.12m,5
TMN,P375,RIPsca,CoverClass5.12m,5
TMN,P375,MELram,CoverClass5.12m,4
TMN,P375,FUCexc,CoverClass5.12m,2
TMN,P375,DICsqu,CoverClass5.12m,4
TMN,P375,METcol,CoverClass5.12m,2
TMN,P375,COPgra,CoverClass5.12m,1
TMN,P375,HEDarb,CoverClass5.12m,NA
TMN,P375,KNIexc,CoverClass5.12m,NA
TMN,P375,RUBsch,CoverClass5.12m,NA
TMN,P375,PODtot,CoverClass5.12m,NA
TMN,P375,COPrig,CoverClass5.12m,NA
TMN,P375,DACdac,CoverClass5.12m,NA
TMN,P375,SCHdig,CoverClass5.12m,NA
TMN,P375,PAStet,CoverClass5.12m,NA
TMN,P375,PARhet,CoverClass5.12m,NA
TMN,P375,BEItaw,CoverClass5.12m,NA
TMN,P375,PSEarb,CoverClass5.12m,NA
TMN,P375,PENcor,CoverClass5.12m,NA
TMN,P375,GENlig,CoverClass5.12m,NA
TMN,P375,MUEaus,CoverClass5.12m,NA
TMN,P375,CLEmat,CoverClass5.12m,NA
TMN,P375,COPgra,CoverClass5.12m,NA
TMN,P311,PODtot,CoverClass5.12m,4
TMN,P311,PSEarb,CoverClass5.12m,3
TMN,P311,DICsqu,CoverClass5.12m,5
TMN,P311,WEIrac,CoverClass5.12m,2
TMN,P311,MELram,CoverClass5.12m,1
TMN,P311,KUNrob,CoverClass5.12m,2
TMN,P311,METdif,CoverClass5.12m,NA
TMN,P311,METcol,CoverClass5.12m,NA
TMN,P311,CYAsmi,CoverClass5.12m,NA
TMN,P311,URTfer,CoverClass5.12m,NA
TMN,P311,RHAsol,CoverClass5.12m,NA
TMN,P311,COPrha,CoverClass5.12m,NA
TMN,P311,RIPsca,CoverClass5.12m,NA
TMN,P311,PENcor,CoverClass5.12m,NA
TMN,P311,GENlig,CoverClass5.12m,NA
TMN,P311,HOHsex,CoverClass5.12m,NA
TMN,P311,MUEaus,CoverClass5.12m,NA
TMN,P311,HEDarb,CoverClass5.12m,NA
TMN,P311,PARhet,CoverClass5.12m,NA
TMN,P311,SCHdig,CoverClass5.12m,NA
TMN,P311,PSEcra,CoverClass5.12m,NA
TMN,P311,RUBsch,CoverClass5.12m,NA
TMN,P311,KNIexc,CoverClass5.12m,NA
TMN,P311,COPgra,CoverClass5.12m,NA
TMN,P311,BEItaw,CoverClass5.12m,NA
TMN,P311,CLEmat,CoverClass5.12m,NA
TMN,P331,PINrad,CoverClass5.12m,NA
TMN,P331,MUEaus,CoverClass5.12m,NA
TMN,P331,ARIser,CoverClass5.12m,NA
TMN,P331,FUCexc,CoverClass5.12m,NA
TMN,P331,PHYoct,CoverClass5.12m,NA
TMN,P331,MELram,CoverClass5.12m,NA
TMN,P331,COPgra,CoverClass5.12m,NA
TMN,P331,RIPsca,CoverClass5.12m,NA
TMN,P331,HEDarb,CoverClass5.12m,NA
TMN,P331,BEItaw,CoverClass5.12m,NA
TMN,P331,HOHsex,CoverClass5.12m,NA
TMN,P331,COPrha,CoverClass5.12m,NA
TMN,P331,COProb,CoverClass5.12m,NA
TMN,P331,PODtot,CoverClass5.12m,NA
TMN,P331,PSEarb,CoverClass5.12m,NA
TMN,P281,PODtot,CoverClass5.12m,5
TMN,tp282,PRUtax,CoverClass5.12m,NA
TMN,P279,PODtot,CoverClass5.12m,5
TMN,P279,DACdac,CoverClass5.12m,NA
TMN,P279,RUBfru,CoverClass5.12m,NA
TMN,P279,MUEaus,CoverClass5.12m,NA
TMN,P437,WEIrac,CoverClass5.12m,4
TMN,P437,DICsqu,CoverClass5.12m,7
TMN,P437,ARIser,CoverClass5.12m,1
TMN,P437,SCHdig,CoverClass5.12m,4
TMN,P437,MELram,CoverClass5.12m,2
TMN,P437,ELAden,CoverClass5.12m,2
TMN,P437,PSEarb,CoverClass5.12m,3
TMN,P437,COPgra,CoverClass5.12m,1
TMN,P437,METcol,CoverClass5.12m,2
TMN,P437,RIPsca,CoverClass5.12m,1
TMN,P437,METdif,CoverClass5.12m,NA
TMN,P437,RIPsca,CoverClass5.12m,NA
TMN,P437,KNIexc,CoverClass5.12m,NA
TMN,P437,GENlig,CoverClass5.12m,NA
TMN,P437,BEItaw,CoverClass5.12m,NA
TMN,P437,HEDarb,CoverClass5.12m,NA
TMN,P437,MUEaus,CoverClass5.12m,NA
TMN,P180,PODtot,CoverClass5.12m,7
TMN,P180,RUBcis,CoverClass5.12m,5
TMN,P180,KUNrob,CoverClass5.12m,2
TMN,P180,MUEaus,CoverClass5.12m,NA
TMN,P180,DACdac,CoverClass5.12m,NA
TMN,P202,PODtot,CoverClass5.12m,2
TMN,P202,RUBfru,CoverClass5.12m,NA
TMN,P202,LEYfor,CoverClass5.12m,NA
TMN,P184,LEYfor,CoverClass5.12m,NA
TMN,P184,RUBfru,CoverClass5.12m,NA
TMN,P184,BUDdav,CoverClass5.12m,NA
TMN,P184,SALcin,CoverClass5.12m,NA
TMN,P162,PODtot,CoverClass5.12m,7
TMN,P162,RUBfru,CoverClass5.12m,NA
TMN,P374,GRIluc,CoverClass5.12m,1
TMN,P374,BEItaw,CoverClass5.12m,5
TMN,P374,METper,CoverClass5.12m,NA
TMN,P374,RIPsca,CoverClass5.12m,2
TMN,P374,DICsqu,CoverClass5.12m,4
TMN,P374,CARser,CoverClass5.12m,3
TMN,P374,COPgra,CoverClass5.12m,2
TMN,P374,PSEarb,CoverClass5.12m,2
TMN,P374,METdif,CoverClass5.12m,2
TMN,P374,WEIrac,CoverClass5.12m,1
TMN,P374,METcol,CoverClass5.12m,2
TMN,P374,HEDarb,CoverClass5.12m,1
TMN,P374,MELram,CoverClass5.12m,NA
TMN,P374,STRhet,CoverClass5.12m,NA
TMN,P374,PODtot,CoverClass5.12m,NA
TMN,P374,COPrha,CoverClass5.12m,NA
TMN,P374,RUBsch,CoverClass5.12m,NA
TMN,P374,CYAdea,CoverClass5.12m,NA
TMN,P374,GENlig,CoverClass5.12m,NA
TMN,P374,DACdac,CoverClass5.12m,NA
TMN,P374,HEDarb,CoverClass5.12m,NA
TMN,P374,PSEcra,CoverClass5.12m,NA
TMN,P374,ARIser,CoverClass5.12m,NA
TMN,P374,KNIexc,CoverClass5.12m,NA
TMN,P374,MUEaus,CoverClass5.12m,NA
TMN,P152,PODtot,CoverClass2.5m,3
TMN,P152,PRUtax,CoverClass2.5m,NA
TMN,P152,DACdac,CoverClass2.5m,2
TMN,P152,PARhet,CoverClass2.5m,1
TMN,P152,MUEaus,CoverClass2.5m,2
TMN,P152,STRhet,CoverClass2.5m,1
TMN,P152,COPrig,CoverClass2.5m,NA
TMN,P152,COProt,CoverClass2.5m,NA
TMN,P152,COPrha,CoverClass2.5m,NA
TMN,P152,HOHsex,CoverClass2.5m,NA
TMN,P152,RUBfru,CoverClass2.5m,NA
TMN,P152,RUBcis,CoverClass2.5m,NA
TMN,P152,CARser,CoverClass2.5m,NA
TMN,P152,CLEpan,CoverClass2.5m,NA
TMN,P152,DICsqu,CoverClass2.5m,NA
TMN,P152,MELsim,CoverClass2.5m,NA
TMN,P152,PENcor,CoverClass2.5m,NA
TMN,P152,METdif,CoverClass2.5m,NA
TMN,P152,RIPsca,CoverClass2.5m,NA
TMN,P152,MELram,CoverClass2.5m,NA
TMN,P152,PSEarb,CoverClass2.5m,NA
TMN,P152,PAStet,CoverClass2.5m,NA
TMN,P152,KNIexc,CoverClass2.5m,NA
TMN,P152,PSEcra,CoverClass2.5m,NA
TMN,P152,HEDarb,CoverClass2.5m,NA
TMN,P152,RHAsol,CoverClass2.5m,NA
TMN,P369,PINrad,CoverClass2.5m,NA
TMN,P369,PODtot,CoverClass2.5m,1
TMN,P369,ARIser,CoverClass2.5m,2
TMN,P369,MELram,CoverClass2.5m,2
TMN,P369,DICsqu,CoverClass2.5m,2
TMN,P369,RIPsca,CoverClass2.5m,2
TMN,P369,COPrha,CoverClass2.5m,NA
TMN,P369,FUCexc,CoverClass2.5m,NA
TMN,P369,METdif,CoverClass2.5m,NA
TMN,P369,GENlig,CoverClass2.5m,NA
TMN,P369,HEDarb,CoverClass2.5m,NA
TMN,P369,SCHdig,CoverClass2.5m,NA
TMN,P369,RHAsol,CoverClass2.5m,NA
TMN,P369,MUEaus,CoverClass2.5m,NA
TMN,P369,CLEmat,CoverClass2.5m,NA
TMN,P350,PINrad,CoverClass2.5m,NA
TMN,P350,CYAsmi,CoverClass2.5m,NA
TMN,P350,ARIser,CoverClass2.5m,NA
TMN,P350,GENlig,CoverClass2.5m,NA
TMN,P350,FUCexc,CoverClass2.5m,NA
TMN,P350,PHYoct,CoverClass2.5m,NA
TMN,P350,MUEaus,CoverClass2.5m,NA
TMN,P350,SCHdig,CoverClass2.5m,NA
TMN,P350,PODtot,CoverClass2.5m,NA
TMN,P350,DACdac,CoverClass2.5m,NA
TMN,P350,HEDarb,CoverClass2.5m,NA
TMN,P350,COPrha,CoverClass2.5m,NA
TMN,P350,KNIexc,CoverClass2.5m,NA
TMN,P350,RIPsca,CoverClass2.5m,NA
TMN,P350,RUBsch,CoverClass2.5m,NA
TMN,P350,MELram,CoverClass2.5m,NA
TMN,P350,COProb,CoverClass2.5m,NA
TMN,P350,CARser,CoverClass2.5m,NA
TMN,P350,COPgra,CoverClass2.5m,NA
TMN,P350,RUBfru,CoverClass2.5m,NA
TMN,P350,CLEvit,CoverClass2.5m,NA
TMN,P231,PINrad,CoverClass2.5m,NA
TMN,P231,DICsqu,CoverClass2.5m,2
TMN,P231,ARIser,CoverClass2.5m,2
TMN,P231,MELram,CoverClass2.5m,NA
TMN,P231,CYAdea,CoverClass2.5m,NA
TMN,P231,FUCexc,CoverClass2.5m,NA
TMN,P231,PENcor,CoverClass2.5m,NA
TMN,P231,RUBfru,CoverClass2.5m,NA
TMN,P231,PHYoct,CoverClass2.5m,NA
TMN,P231,COProt,CoverClass2.5m,NA
TMN,P231,CYAsmi,CoverClass2.5m,NA
TMN,P231,MUEaus,CoverClass2.5m,NA
TMN,P231,COPrha,CoverClass2.5m,NA
TMN,P231,HEDarb,CoverClass2.5m,NA
TMN,P231,RIPsca,CoverClass2.5m,NA
TMN,P433,PODtot,CoverClass2.5m,3
TMN,P433,CYAmed,CoverClass2.5m,NA
TMN,P433,DICsqu,CoverClass2.5m,5
TMN,P433,METrob,CoverClass2.5m,2
TMN,P433,WEIrac,CoverClass2.5m,1
TMN,P433,DICfib,CoverClass2.5m,3
TMN,P433,DACdac,CoverClass2.5m,1
TMN,P433,METcol,CoverClass2.5m,1
TMN,P433,METper,CoverClass2.5m,1
TMN,P433,COPrha,CoverClass2.5m,NA
TMN,P433,MELram,CoverClass2.5m,NA
TMN,P433,HEDarb,CoverClass2.5m,NA
TMN,P433,COPare,CoverClass2.5m,NA
TMN,P433,MUEaus,CoverClass2.5m,NA
TMN,P433,RUBfru,CoverClass2.5m,NA
TMN,P433,BEItaw,CoverClass2.5m,NA
TMN,P433,COProb,CoverClass2.5m,NA
TMN,P433,ALEexc,CoverClass2.5m,NA
TMN,P433,RUBcis,CoverClass2.5m,NA
TMN,P433,CARser,CoverClass2.5m,NA
TMN,P433,COPrig,CoverClass2.5m,NA
TMN,P433,KNIexc,CoverClass2.5m,NA
TMN,P433,PSEarb,CoverClass2.5m,NA
TMN,P433,PSEcra,CoverClass2.5m,NA
TMN,P433,GENlig,CoverClass2.5m,NA
TMN,P433,HOHsex,CoverClass2.5m,NA
TMN,P433,PRUtax,CoverClass2.5m,NA
TMN,P433,ARIser,CoverClass2.5m,NA
TMN,P433,PARcap,CoverClass2.5m,NA
TMN,P433,PARhet,CoverClass2.5m,NA
TMN,P433,LEUfas,CoverClass2.5m,NA
TMN,P413,BEItaw,CoverClass2.5m,4
TMN,P413,RIPsca,CoverClass2.5m,NA
TMN,P413,CYAmed,CoverClass2.5m,1
TMN,P413,DICsqu,CoverClass2.5m,3
TMN,P413,MELram,CoverClass2.5m,1
TMN,P413,METdif,CoverClass2.5m,2
TMN,P413,GENlig,CoverClass2.5m,2
TMN,P413,SCHdig,CoverClass2.5m,2
TMN,P413,COPgra,CoverClass2.5m,1
TMN,P413,PSEarb,CoverClass2.5m,1
TMN,P413,METper,CoverClass2.5m,1
TMN,P413,WEIrac,CoverClass2.5m,NA
TMN,P413,DACdac,CoverClass2.5m,NA
TMN,P413,ALEexc,CoverClass2.5m,NA
TMN,P413,PRUtax,CoverClass2.5m,NA
TMN,P413,PARhet,CoverClass2.5m,NA
TMN,P413,HEDarb,CoverClass2.5m,NA
TMN,P413,KNIexc,CoverClass2.5m,NA
TMN,P413,HOHsex,CoverClass2.5m,NA
TMN,P413,RUBcis,CoverClass2.5m,NA
TMN,P413,CLEmat,CoverClass2.5m,NA
TMN,P413,PODtot,CoverClass2.5m,NA
TMN,P412,BEItaw,CoverClass2.5m,3
TMN,P412,PARcap,CoverClass2.5m,NA
TMN,P412,PODtot,CoverClass2.5m,4
TMN,P412,CYAmed,CoverClass2.5m,NA
TMN,P412,DICsqu,CoverClass2.5m,3
TMN,P412,HOHsex,CoverClass2.5m,1
TMN,P412,PARhet,CoverClass2.5m,NA
TMN,P412,MUEaus,CoverClass2.5m,NA
TMN,P412,FUCexc,CoverClass2.5m,NA
TMN,P412,CARser,CoverClass2.5m,NA
TMN,P412,MELram,CoverClass2.5m,NA
TMN,P412,COPgra,CoverClass2.5m,NA
TMN,P412,RUBsch,CoverClass2.5m,NA
TMN,P412,COPrha,CoverClass2.5m,NA
TMN,P412,HEDarb,CoverClass2.5m,NA
TMN,P412,RIPsca,CoverClass2.5m,NA
TMN,P412,PSEcra,CoverClass2.5m,NA
TMN,P412,ALEexc,CoverClass2.5m,NA
TMN,P412,WEIrac,CoverClass2.5m,NA
TMN,P327,PODtot,CoverClass2.5m,2
TMN,P327,MELram,CoverClass2.5m,4
TMN,P327,DICsqu,CoverClass2.5m,5
TMN,P327,FUCexc,CoverClass2.5m,2
TMN,P327,CYAdea,CoverClass2.5m,3
TMN,P327,COPgra,CoverClass2.5m,2
TMN,P327,BRArep,CoverClass2.5m,3
TMN,P327,METdif,CoverClass2.5m,1
